"","COUNTRY","name","diet","period","lived_in","type","length","taxonomy","named_by","species","link","weight","weightkg","num_of_ped","longitude","latitude","ISO","COUNTRYAFF","AFF_ISO","length_in_m","weights_in_kg","carnivorous","herbivorous","Two","Four","time_period","Early Jurassic","Late Triassic","Late Cretaceous","Mid Jurassic","Early Cretaceous","Late Jurassic"
"60","China","shantungosaurus","herbivorous","Late Cretaceous 78-74 million years ago","China","euornithopod","15.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae","Hu (1973)","giganteus","https://www.nhm.ac.uk/discover/dino-directory/shantungosaurus.html","13-16 metric tons","14500 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",15,14500,0,1,1,0,"Late Cretaceous",0,0,1,0,0,0
"61","China","nanshiungosaurus","carnivorous","Late Cretaceous 84-71 million years ago","China","large theropod","4.4m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Therizinosauroidea Therizinosauridae","Dong (1979)","brevispinus","https://www.nhm.ac.uk/discover/dino-directory/nanshiungosaurus.html","907 kg","907 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",4.4,907,1,0,1,0,"Late Cretaceous",0,0,1,0,0,0
"62","China","probactrosaurus","herbivorous","Early Cretaceous 121-99 million years ago","China","euornithopod","6.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea","Rozhdestvensky (1966)","gobiensis","https://www.nhm.ac.uk/discover/dino-directory/probactrosaurus.html","one tonne","1000 kg","both",104.691138558496,38.0732548110573,"CN","China","CN",6,1000,0,1,1,1,"Early Cretaceous",0,0,0,0,1,0
"63","China","microraptor","carnivorous","Early Cretaceous 125-122 million years ago","China","small theropod","0.8m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae","Xu Zhou and Wang (2000)","zhaoianus","https://www.nhm.ac.uk/discover/dino-directory/microraptor.html","0.5–1.4 kilograms","0.95 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",0.8,0.95,1,0,1,0,"Early Cretaceous",0,0,0,0,1,0
"64","China","gasosaurus","carnivorous","Mid Jurassic 170-160 million years ago","China","small theropod","4.0m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda","Dong and Tang (1985)","constructus","https://www.nhm.ac.uk/discover/dino-directory/gasosaurus.html","150-400kg","275 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",4,275,1,0,1,0,"Mid Jurassic",0,0,0,1,0,0
"65","China","micropachycephalosaurus","herbivorous","Late Cretaceous 84-71 million years ago","China","ceratopsian","0.6m","Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria","Dong (1978)","hongtuyanensis","https://www.nhm.ac.uk/discover/dino-directory/micropachycephalosaurus.html","10 to 15 kilograms","12.5 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",0.6,12.5,0,1,1,0,"Late Cretaceous",0,0,1,0,0,0
"66","China","yandusaurus","herbivorous","Mid Jurassic 169-159 million years ago","China","euornithopod","3.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda","He (1979)","hongheensis","https://www.nhm.ac.uk/discover/dino-directory/yandusaurus.html","hundred forty kilogrammes","140 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",3,140,0,1,1,0,"Mid Jurassic",0,0,0,1,0,0
"67","China","protarchaeopteryx","carnivorous","Early Cretaceous 122-120 million years ago","China","small theropod","2.0m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora","Ji and Ji (1997)","robusta","https://www.nhm.ac.uk/discover/dino-directory/protarchaeopteryx.html","1.6 kilograms","1.6 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",2,1.6,1,0,1,0,"Early Cretaceous",0,0,0,0,1,0
"68","China","euhelopus","herbivorous","Late Jurassic 154-142 million years ago","China","sauropod","10.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda","Wiman (1929)","zdanskyi","https://www.nhm.ac.uk/discover/dino-directory/euhelopus.html","15–20 tonnes","17500 kg","4",104.691138558496,38.0732548110573,"CN","China","CN",10,17500,0,1,0,1,"Late Jurassic",0,0,0,0,0,1
"69","China","gilmoreosaurus","herbivorous","Late Cretaceous 76-70 million years ago","China","euornithopod","6.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae","Brett-Surman (1979)","mongoliensis","https://www.nhm.ac.uk/discover/dino-directory/gilmoreosaurus.html","1,200 to 3,600 kg","2400 kg","both",104.691138558496,38.0732548110573,"CN","China","CN",6,2400,0,1,1,1,"Late Cretaceous",0,0,1,0,0,0
"71","China","sinosauropteryx","carnivorous","Early Cretaceous 122-120 million years ago","China","small theropod","1.0m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Compsognathidae","Ji and Ji (1996)","prima","https://www.nhm.ac.uk/discover/dino-directory/sinosauropteryx.html","0.55 kilograms","0.55 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",1,0.55,1,0,1,0,"Early Cretaceous",0,0,0,0,1,0
"72","China","yuanmousaurus","herbivorous","Mid Jurassic 180-159 million years ago","China","sauropod","17.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda","Lü Li Ji Wang Zhang and Dong (2006)","jiangyiensis","https://www.nhm.ac.uk/discover/dino-directory/yuanmousaurus.html","3-4 tons","3500 kg","4",104.691138558496,38.0732548110573,"CN","China","CN",17,3500,0,1,0,1,"Mid Jurassic",0,0,0,1,0,0
"73","China","omeisaurus","herbivorous","Mid Jurassic 169-159 million years ago","China","sauropod","20.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda","Young (1939)","junghsiensis","https://www.nhm.ac.uk/discover/dino-directory/omeisaurus.html","8.5–9.8 metric tons","9150 kg","4",104.691138558496,38.0732548110573,"CN","China","CN",20,9150,0,1,0,1,"Mid Jurassic",0,0,0,1,0,0
"74","China","guanlong","carnivorous","Late Jurassic 159-154 million years ago","China","small theropod","3.0m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea","Xu Clark Forster Norell Erickson Eberth Jia and Zhao (2006)","wucaii","https://www.nhm.ac.uk/discover/dino-directory/guanlong.html","125 kg","125 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",3,125,1,0,1,0,"Late Jurassic",0,0,0,0,0,1
"75","China","bactrosaurus","herbivorous","Late Cretaceous 84-71 million years ago","China","euornithopod","6.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae","Gilmore (1933)","johnsoni","https://www.nhm.ac.uk/discover/dino-directory/bactrosaurus.html","1.2 metric tons","1200 kg","both",104.691138558496,38.0732548110573,"CN","China","CN",6,1200,0,1,1,1,"Late Cretaceous",0,0,1,0,0,0
"76","China","chungkingosaurus","herbivorous","Late Jurassic 159-142 million years ago","China","armoured dinosaur","4.0m","Dinosauria Ornithischia Genasauria Thyreophora Stegosauria Stegosauridae Stegosaurinae","Dong Zhou and Zhang (1983)","jiangbeiensis","https://www.nhm.ac.uk/discover/dino-directory/chungkingosaurus.html","1,000 - 3,000 kg","2000 kg","4",104.691138558496,38.0732548110573,"CN","China","CN",4,2000,0,1,0,1,"Late Jurassic",0,0,0,0,0,1
"77","China","shunosaurus","herbivorous","Mid Jurassic 170-160 million years ago","China","sauropod","10.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda","Dong Zhou and Zhang (1983)","lii","https://www.nhm.ac.uk/discover/dino-directory/shunosaurus.html","3 metric tons","3000 kg","4",104.691138558496,38.0732548110573,"CN","China","CN",10,3000,0,1,0,1,"Mid Jurassic",0,0,0,1,0,0
"78","China","sinovenator","carnivorous","Early Cretaceous 127-121 million years ago","China","small theropod","1.0m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Troodontidae","Xu Norell Wang Makovicky and Wu (2002)","changii","https://www.nhm.ac.uk/discover/dino-directory/sinovenator.html","2.5 kilogrammes","2.5 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",1,2.5,1,0,1,0,"Early Cretaceous",0,0,0,0,1,0
"79","China","sinocalliopteryx","carnivorous","Early Cretaceous 125 million years ago","China","small theropod","2.37m","Dinosauria Saurischia","Ji Ji Lü and Yuan (2007)","gigas","https://www.nhm.ac.uk/discover/dino-directory/sinocalliopteryx.html","twenty kilogrammes","20 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",2.37,20,1,0,1,0,"Early Cretaceous",0,0,0,0,1,0
"80","China","beipiaosaurus","carnivorous","Early Cretaceous 127-121 million years ago","China","small theropod","2.0m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Therizinosauroidea","Xu Tang and Wang (1999)","inexpectus","https://www.nhm.ac.uk/discover/dino-directory/beipiaosaurus.html","27 kg","27 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",2,27,1,0,1,0,"Early Cretaceous",0,0,0,0,1,0
"81","China","monolophosaurus","carnivorous","Mid Jurassic 180-159 million years ago","China","large theropod","5.7m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria","Zhao and Currie (1993)","jiangi","https://www.nhm.ac.uk/discover/dino-directory/monolophosaurus.html","475 kilograms","475 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",5.7,475,1,0,1,0,"Mid Jurassic",0,0,0,1,0,0
"82","China","yinlong","herbivorous","Mid Jurassic 159-154 million years ago","China","ceratopsian","1.2m","Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia","Xu Forster Clark and Mo (2006)","downsi","https://www.nhm.ac.uk/discover/dino-directory/yinlong.html","10 kg","10 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",1.2,10,0,1,1,0,"Mid Jurassic",0,0,0,1,0,0
"84","China","jingshanosaurus","herbivorous","Early Jurassic 205-190 million years ago","China","sauropod","5.0m","Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria","Zhang and Yang (1995)","xinwaensis","https://www.nhm.ac.uk/discover/dino-directory/jingshanosaurus.html","4.3 t","4300 kg","both",104.691138558496,38.0732548110573,"CN","China","CN",5,4300,0,1,1,1,"Early Jurassic",1,0,0,0,0,0
"85","China","gobisaurus","herbivorous","Early Cretaceous 121-99 million years ago","China","armoured dinosaur","5.0m","Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae","Vickaryous Russell Currie and Zhao (2001)","domoculus","https://www.nhm.ac.uk/discover/dino-directory/gobisaurus.html","3.5 tons","3500 kg","4",104.691138558496,38.0732548110573,"CN","China","CN",5,3500,0,1,0,1,"Early Cretaceous",0,0,0,0,1,0
"86","China","lufengosaurus","herbivorous","Early Jurassic 200-195 million years ago","China","sauropod","6.0m","Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria Plateosauridae","Young (1941)","huenei","https://www.nhm.ac.uk/discover/dino-directory/lufengosaurus.html","1.7 metric tons","1700 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",6,1700,0,1,1,0,"Early Jurassic",1,0,0,0,0,0
"87","China","confuciusornis","carnivorous","Early Cretaceous 127-121 million years ago","China","small theropod","0.25m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Avialae Ornithurae Avibrevicauda Pygostylia Confuciusornithidae","Hou Zhou Gu and Zhang (1995)","sanctus","https://www.nhm.ac.uk/discover/dino-directory/confuciusornis.html","0.5 kilogram","0.5 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",0.25,0.5,1,0,1,0,"Early Cretaceous",0,0,0,0,1,0
"88","China","archaeoceratops","herbivorous","Early Cretaceous 121-99 million years ago","China","ceratopsian","1.3m","Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia","Dong and Azuma (1987)","oshimai","https://www.nhm.ac.uk/discover/dino-directory/archaeoceratops.html","10 kg","10 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",1.3,10,0,1,1,0,"Early Cretaceous",0,0,0,0,1,0
"89","China","huayangosaurus","herbivorous","Mid Jurassic 170-160 million years ago","China","armoured dinosaur","4.5m","Dinosauria Ornithischia Genasauria Thyreophora Stegosauria Huayangosauridae","Dong Tang and Zhou (1982)","taibaii","https://www.nhm.ac.uk/discover/dino-directory/huayangosaurus.html","500 kilograms","500 kg","4",104.691138558496,38.0732548110573,"CN","China","CN",4.5,500,0,1,0,1,"Mid Jurassic",0,0,0,1,0,0
"90","China","yangchuanosaurus","carnivorous","Late Jurassic 160-144 million years ago","China","large theropod","10.0m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Sinraptoridae","Dong Chang Li and Zhou (1978)","shangyouensis","https://www.nhm.ac.uk/discover/dino-directory/yangchuanosaurus.html","3.4 metric tons","3400 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",10,3400,1,0,1,0,"Late Jurassic",0,0,0,0,0,1
"91","China","tuojiangosaurus","herbivorous","Late Jurassic 157-154 million years ago","China","armoured dinosaur","7.0m","Dinosauria Ornithischia Genasauria Thyreophora Stegosauria Stegosauridae Stegosaurinae","Dong Li Zhou and Zhang (1973)","multispinus","https://www.nhm.ac.uk/discover/dino-directory/tuojiangosaurus.html","2.8 metric tons","2800 kg","4",104.691138558496,38.0732548110573,"CN","China","CN",7,2800,0,1,0,1,"Late Jurassic",0,0,0,0,0,1
"94","China","sonidosaurus","herbivorous","Late Cretaceous 89-65 million years ago","China","sauropod","9.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria","Xu Zhang Tan Zhao and Tan (2006)","saihangaobiensis","https://www.nhm.ac.uk/discover/dino-directory/sonidosaurus.html","3 metric tons","3000 kg","4",104.691138558496,38.0732548110573,"CN","China","CN",9,3000,0,1,0,1,"Late Cretaceous",0,0,1,0,0,0
"95","China","bellusaurus","herbivorous","Mid Jurassic 180-159 million years ago","China","sauropod","5.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria","Dong and Azuma (1990)","sui","https://www.nhm.ac.uk/discover/dino-directory/bellusaurus.html","2-3 tons","2500 kg","4",104.691138558496,38.0732548110573,"CN","China","CN",5,2500,0,1,0,1,"Mid Jurassic",0,0,0,1,0,0
"96","China","yimenosaurus","herbivorous","Early Jurassic 195-190 million years ago","China","sauropod","9.0m","Dinosauria Saurischia Sauropodomorpha Prosauropoda","Bai Yang and Wang (1990)","youngi","https://www.nhm.ac.uk/discover/dino-directory/yimenosaurus.html","5 metric tons","5000 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",9,5000,0,1,1,0,"Early Jurassic",1,0,0,0,0,0
"97","China","datousaurus","herbivorous","Mid Jurassic 170 million years ago","China","sauropod","15.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda","Dong and Tang (1984)","bashanensis","https://www.nhm.ac.uk/discover/dino-directory/datousaurus.html","3 tons.","3000 kg","4",104.691138558496,38.0732548110573,"CN","China","CN",15,3000,0,1,0,1,"Mid Jurassic",0,0,0,1,0,0
"98","China","tsintaosaurus","herbivorous","Late Cretaceous 84-71 million years ago","China","euornithopod","12.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Lambeosaurinae","Young (1958)","spinorhinus","https://www.nhm.ac.uk/discover/dino-directory/tsintaosaurus.html","2.5 tonnes","2500 kg","4",104.691138558496,38.0732548110573,"CN","China","CN",12,2500,0,1,0,1,"Late Cretaceous",0,0,1,0,0,0
"99","China","mamenchisaurus","herbivorous","Late Jurassic 155-145 million years ago","China","sauropod","22.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda","Young (1954)","constructus","https://www.nhm.ac.uk/discover/dino-directory/mamenchisaurus.html","5 tonnes","5000 kg","4",104.691138558496,38.0732548110573,"CN","China","CN",22,5000,0,1,0,1,"Late Jurassic",0,0,0,0,0,1
"100","Egypt","paralititan","herbivorous","Late Cretaceous 99-94 million years ago","Egypt","sauropod","28.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia","Smith Lamanna Lacovara Dodson Smith Poole Giegengack and Attia (2001)","stromeri","https://www.nhm.ac.uk/discover/dino-directory/paralititan.html","59 t","59000 kg","4",30.2401354350123,26.6051703445063,"EG","Egypt","EG",28,59000,0,1,0,1,"Late Cretaceous",0,0,1,0,0,0
"101","Egypt","aegyptosaurus","herbivorous","Late Cretaceous 98-93 million years ago","Egypt","sauropod","15.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria","Stromer (1932)","baharijensis","https://www.nhm.ac.uk/discover/dino-directory/aegyptosaurus.html","7 tonnes","7000 kg","4",30.2401354350123,26.6051703445063,"EG","Egypt","EG",15,7000,0,1,0,1,"Late Cretaceous",0,0,1,0,0,0
"102","France","ampelosaurus","herbivorous","Late Cretaceous 71-65 million years ago","France","sauropod","15.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia","Le Loeuff (1995)","atacis","https://www.nhm.ac.uk/discover/dino-directory/ampelosaurus.html","8 metric tons","8000 kg","4",2.19402366278862,46.6423682169416,"FR","France","FR",15,8000,0,1,0,1,"Late Cretaceous",0,0,1,0,0,0
"104","France","lophostropheus","carnivorous","Early Jurassic 203-196 million years ago","France","large theropod","6.2m","Dinosauria Saurischia","Ezcurra and Cuny 2007 (1993)","airelensis","https://www.nhm.ac.uk/discover/dino-directory/lophostropheus.html","136 kg","136 kg","2",2.19402366278862,46.6423682169416,"FR","France","FR",6.2,136,1,0,1,0,"Early Jurassic",1,0,0,0,0,0
"105","France","poekilopleuron","carnivorous","Mid Jurassic 169-164 million years ago","France","large theropod","9.0m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Megalosauridae Megalosaurinae","Eudes-Deslongchamps (1838)","bucklandii","https://www.nhm.ac.uk/discover/dino-directory/poekilopleuron.html","500 to 1,000 kilograms","750 kg","2",2.19402366278862,46.6423682169416,"FR","France","FR",9,750,1,0,1,0,"Mid Jurassic",0,0,0,1,0,0
"106","Germany","emausaurus","herbivorous","Mid Jurassic 190-180 million years ago","Germany","armoured dinosaur","2.0m","Dinosauria Ornithischia Genasauria Thyreophora","Haubold (1991)","ernsti","https://www.nhm.ac.uk/discover/dino-directory/emausaurus.html","50–90 kg","70 kg","both",10.4261714274308,51.0830453980048,"DE","Germany","DE",2,70,0,1,1,1,"Mid Jurassic",0,0,0,1,0,0
"107","Germany","archaeopteryx","carnivorous","Late Jurassic 147 million years ago","Germany","small theropod","0.5m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Avialae Archaeopterygidae","Mayer (1861)","lithographica","https://www.nhm.ac.uk/discover/dino-directory/archaeopteryx.html","0.5 to 1 kilogram","0.75 kg","2",10.4261714274308,51.0830453980048,"DE","Germany","DE",0.5,0.75,1,0,1,0,"Late Jurassic",0,0,0,0,0,1
"108","Germany","liliensternus","carnivorous","Late Triassic 205-202 million years ago","Germany","small theropod","5.0m","Dinosauria Saurischia Theropoda Neotheropoda","Huene (1934)","liliensterni","https://www.nhm.ac.uk/discover/dino-directory/liliensternus.html","127 kilograms","127 kg","2",10.4261714274308,51.0830453980048,"DE","Germany","DE",5,127,1,0,1,0,"Late Triassic",0,1,0,0,0,0
"109","Germany","compsognathus","carnivorous","Late Jurassic 145-140 million years ago","Germany","small theropod","0.65m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Compsognathidae","Wagner (1859)","longipes","https://www.nhm.ac.uk/discover/dino-directory/compsognathus.html","2.5 kg","2.5 kg","2",10.4261714274308,51.0830453980048,"DE","Germany","DE",0.65,2.5,1,0,1,0,"Late Jurassic",0,0,0,0,0,1
"110","Germany","juravenator","carnivorous","Late Jurassic 154-151 million years ago","Germany","small theropod","0.8m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Compsognathidae","Göhlich &amp; Chiappe (2006)","starki","https://www.nhm.ac.uk/discover/dino-directory/juravenator.html","700 grams","0.7 kg","2",10.4261714274308,51.0830453980048,"DE","Germany","DE",0.8,0.7,1,0,1,0,"Late Jurassic",0,0,0,0,0,1
"111","Germany","stenopelix","herbivorous","Early Cretaceous 127-121 million years ago","Germany","ceratopsian","1.5m","Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria","Meyer (1857)","valdensis","https://www.nhm.ac.uk/discover/dino-directory/stenopelix.html","10 kg","10 kg","2",10.4261714274308,51.0830453980048,"DE","Germany","DE",1.5,10,0,1,1,0,"Early Cretaceous",0,0,0,0,1,0
"112","Germany","procompsognathus","carnivorous","Late Triassic 221-210 million years ago","Germany","small theropod","1.0m","Dinosauria Saurischia Theropoda Neotheropoda Coelophysoidea","Fraas (1913)","triassicus","https://www.nhm.ac.uk/discover/dino-directory/procompsognathus.html","1 kilogram","1 kg","2",10.4261714274308,51.0830453980048,"DE","Germany","DE",1,1,1,0,1,0,"Late Triassic",0,1,0,0,0,0
"113","Germany","europasaurus","herbivorous","Late Jurassic 154-151 million years ago","Germany","sauropod","6.2m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria","Sander Mateus Laven and Knötschke (2006)","holgeri","https://www.nhm.ac.uk/discover/dino-directory/europasaurus.html","750 kg","750 kg","4",10.4261714274308,51.0830453980048,"DE","Germany","DE",6.2,750,0,1,0,1,"Late Jurassic",0,0,0,0,0,1
"114","India","barapasaurus","herbivorous","Early Jurassic 185-170 million years ago","India","sauropod","14.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Cetiosauridae","Jain Kutty Roy-Chowdhury and Chatterjee (1975)","tagorei","https://www.nhm.ac.uk/discover/dino-directory/barapasaurus.html","7 tonnes","7000 kg","4",81.1730040853018,23.5863005677467,"IN","India","IN",14,7000,0,1,0,1,"Early Jurassic",1,0,0,0,0,0
"116","India","indosuchus","carnivorous","Late Cretaceous 71-65 million years ago","India","large theropod","7.0m","Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria","Huene and Matley (1933)","raptorius","https://www.nhm.ac.uk/discover/dino-directory/indosuchus.html","1.2 tonnes","1200 kg","2",81.1730040853018,23.5863005677467,"IN","India","IN",7,1200,1,0,1,0,"Late Cretaceous",0,0,1,0,0,0
"117","India","kotasaurus","herbivorous","Early Jurassic 205-180 million years ago","India","sauropod","9.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda","Yadagiri (1988)","yamanpalliensis","https://www.nhm.ac.uk/discover/dino-directory/kotasaurus.html","2.5 tonnes","2500 kg","4",81.1730040853018,23.5863005677467,"IN","India","IN",9,2500,0,1,0,1,"Early Jurassic",1,0,0,0,0,0
"118","Japan","fukuiraptor","carnivorous","Early Cretaceous 121-99 million years ago","Japan","large theropod","4.2m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria","Azuma and Currie (2000)","kitadaniensis","https://www.nhm.ac.uk/discover/dino-directory/fukuiraptor.html","300 kg","300 kg","2",137.469342343518,36.7673883259783,"JP","Japan","JP",4.2,300,1,0,1,0,"Early Cretaceous",0,0,0,0,1,0
"119","Japan","fukuisaurus","herbivorous","Early Cretaceous 121-99 million years ago","Japan","euornithopod","4.7m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea","Kobayashi and Azuma (2003)","tetoriensius","https://www.nhm.ac.uk/discover/dino-directory/fukuisaurus.html","400 kg","400 kg","both",137.469342343518,36.7673883259783,"JP","Japan","JP",4.7,400,0,1,1,1,"Early Cretaceous",0,0,0,0,1,0
"120","Kazakhstan","aralosaurus","herbivorous","Late Cretaceous 94-84 million years ago","Kazakhstan","euornithopod","8.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae","Rozhdestvensky (1968)","tuberiferus","https://www.nhm.ac.uk/discover/dino-directory/aralosaurus.html","3 to 4 tons","3500 kg","2",66.3759193479301,47.6414651951768,"KZ","Kazakhstan","KZ",8,3500,0,1,1,0,"Late Cretaceous",0,0,1,0,0,0
"121","Kazakhstan","jaxartosaurus","herbivorous","Late Cretaceous 94-84 million years ago","Kazakhstan","euornithopod","9.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Lambeosaurinae","Riabinin (1939)","aralensis","https://www.nhm.ac.uk/discover/dino-directory/jaxartosaurus.html","2,500 kilograms","2500 kg","both",66.3759193479301,47.6414651951768,"KZ","Kazakhstan","KZ",9,2500,0,1,1,1,"Late Cretaceous",0,0,1,0,0,0
"123","Madagascar","masiakasaurus","carnivorous","Late Cretaceous 84-71 million years ago","Madagascar","small theropod","2.0m","Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauroidea Abelisauria","Sampson Carrano &amp; Forster (2001)","knopfleri","https://www.nhm.ac.uk/discover/dino-directory/masiakasaurus.html","20 kg","20 kg","2",46.6849346683254,-19.0416361249304,"MG","Madagascar","MG",2,20,1,0,1,0,"Late Cretaceous",0,0,1,0,0,0
"124","Madagascar","majungasaurus","carnivorous","Late Cretaceous 84-71 million years ago","Madagascar","large theropod","6.0m","Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauridae","Sues &amp; Taquet (1979)","atopus","https://www.nhm.ac.uk/discover/dino-directory/majungasaurus.html","50–1,100 kg","575 kg","2",46.6849346683254,-19.0416361249304,"MG","Madagascar","MG",6,575,1,0,1,0,"Late Cretaceous",0,0,1,0,0,0
"126","Malawi","malawisaurus","herbivorous","Early Cretaceous 121-112 million years ago","Malawi","sauropod","9.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia","Haughton (1928)","dixeyi","https://www.nhm.ac.uk/discover/dino-directory/malawisaurus.html","10 tonnes","10000 kg","4",34.2344118229888,-13.128986464184,"MW","Malawi","MW",9,10000,0,1,0,1,"Early Cretaceous",0,0,0,0,1,0
